debitur_id,skor_kredit_internal,subsegmen_properti,wilayah_agunan,nilai_agunan_awal,nilai_agunan_kini,plafon_pinjaman,ltv_awal,ltv_kini,tenor_bulan,pendapatan_bulanan,dti_ratio,jumlah_tanggungan,status_pekerjaan,jumlah_tunggakan_historis,utilisasi_kartu_kredit,metode_pembayaran,usia_bangunan_tahun,jenis_sertifikat,status_risiko,flag_gagal_bayar,y_pred_proba (sigmoid),"y_pred (dibulatkan, threshold=0.5)",cluster,flag_skor_kredit,flag_utilisasi,flag_pendapatan
PBI-002462,687,Tanah Kavling,Bogor,666000000,,557000000,0.836336336,#DIV/0!,240,21400000.0,0.108450156,2,Karyawan Tetap,3,46.4,Auto-Debit,,HGB,Lancar,0,0.2482079994383814,0,1,0,1,1
PBI-002463,635,Apartemen,Tangerang (BSD/Serpong),1365000000,966000000.0,1029000000,0.753846154,1.065217391,120,30500000.0,0.281147541,1,Karyawan Tetap,4,39.9,Auto-Debit,15.0,HGB,DPK,0,0.7352128244980703,1,1,1,0,0
PBI-002464,531,Rumah Tapak,Tangerang (BSD/Serpong),1427000000,1166000000.0,1025000000,0.718290119,0.879073756,180,15000000.0,0.37962963,3,Wiraswasta,1,45.3,Auto-Debit,5.0,SHM,Menunggak,1,0.6461431817391046,1,0,1,0,1
PBI-002465,586,Apartemen,Tangerang (BSD/Serpong),1247000000,914000000.0,896000000,0.718524459,0.980306346,120,49000000.0,0.152380952,1,Profesional,1,68.8,Transfer Manual,20.0,HGB,DPK,0,0.6818050280092002,1,1,1,1,0
PBI-002466,633,Ruko-Komersial,Jakarta Selatan,2268000000,2227000000.0,1905000000,0.83994709,0.855410867,120,12200000.0,1.301229508,0,Karyawan Tetap,0,43.3,Virtual Account,3.0,SHM,Lancar,0,0.33314333623748976,0,0,1,0,1
PBI-002467,697,Ruko-Komersial,Bekasi,1002000000,726000000.0,781000000,0.779441118,1.075757576,180,29500000.0,0.147080979,3,Karyawan Tetap,0,31.1,Auto-Debit,13.0,HGB,Lancar,0,0.364373207398565,0,1,0,0,0
PBI-002468,511,Apartemen,Jakarta Selatan,934000000,891000000.0,719000000,0.769807281,0.806958474,120,15400000.0,0.389069264,2,Karyawan Tetap,2,48.7,Auto-Debit,4.0,HGB,DPK,0,0.685812089528916,1,1,1,1,1
PBI-002469,464,Tanah Kavling,Tangerang (BSD/Serpong),334000000,275000000.0,278000000,0.832335329,1.010909091,180,17200000.0,0.089793282,1,Profesional,0,72.4,Auto-Debit,20.0,HGB,Menunggak,1,0.7353045503976542,1,1,1,1,1
PBI-002470,783,Apartemen,Tangerang (BSD/Serpong),892000000,692000000.0,692000000,0.775784753,1,120,,#DIV/0!,3,Wiraswasta,2,63.6,Auto-Debit,19.0,SHM,Lancar,0,0.45797176031681164,0,0,0,1,1
PBI-002471,711,Rumah Tapak,Jakarta Selatan,1431000000,1420000000.0,1105000000,0.772187282,0.778169014,60,26100000.0,0.705619413,4,Karyawan Tetap,0,0.0,Virtual Account,18.0,HGB,Lancar,0,0.1317235612868123,0,1,0,0,1
PBI-002472,586,Tanah Kavling,Bogor,553000000,533000000.0,464000000,0.839059675,0.87054409,180,29000000.0,0.088888889,0,Karyawan Tetap,0,12.4,Auto-Debit,15.0,SHM,Lancar,0,0.34467378751771127,0,0,1,0,0
PBI-002473,640,Tanah Kavling,Bogor,301000000,288000000.0,232000000,0.77076412,0.805555556,240,,#DIV/0!,2,Karyawan Tetap,1,0.0,Auto-Debit,,SHM,Lancar,0,0.3176316013266643,0,0,1,0,1
PBI-002474,624,Tanah Kavling,Depok,522000000,512000000.0,396000000,0.75862069,0.7734375,84,26700000.0,0.176565008,0,Karyawan Tetap,1,55.7,Transfer Manual,,SHM,Lancar,0,0.4399245359123015,0,0,1,1,0
PBI-002475,685,Apartemen,Tangerang (BSD/Serpong),475000000,375000000.0,374000000,0.787368421,0.997333333,180,31800000.0,0.065338924,3,Karyawan Tetap,2,72.3,Auto-Debit,18.0,SHM,DPK,0,0.6231554531618605,1,0,0,1,0
PBI-002476,617,Apartemen,Bogor,1259000000,1246000000.0,1066000000,0.846703733,0.855537721,60,26000000.0,0.683333333,0,Wiraswasta,0,43.6,Transfer Manual,,SHM,Lancar,0,0.35592094476308617,0,0,1,0,1
PBI-002477,562,Apartemen,Jakarta Selatan,1262000000,1243000000.0,1066000000,0.844690967,0.857602574,240,18100000.0,0.245395948,2,Karyawan Tetap,0,48.2,Virtual Account,16.0,SHM,DPK,0,0.4467136485750918,0,0,1,1,1
PBI-002478,702,Rumah Tapak,Depok,1548000000,1523000000.0,1264000000,0.816537468,0.829940906,240,19800000.0,0.265993266,4,Karyawan Tetap,0,20.5,Auto-Debit,13.0,SHM,Lancar,0,0.19636806804682216,0,0,0,0,1
PBI-002479,814,Ruko-Komersial,Jakarta Selatan,867000000,860000000.0,672000000,0.775086505,0.781395349,120,50000000.0,0.112,2,Wiraswasta,1,72.5,Auto-Debit,13.0,HGB,Lancar,0,0.22004034782555615,0,1,0,1,0
PBI-002480,705,Apartemen,Depok,435000000,,362000000,0.832183908,#DIV/0!,120,25300000.0,0.119235837,3,Karyawan Tetap,0,25.7,Auto-Debit,17.0,SHM,Lancar,0,0.026227791251897666,0,0,0,0,1
PBI-002481,666,Rumah Tapak,Bekasi,1674000000,1195000000.0,1277000000,0.762843489,1.068619247,240,31300000.0,0.169994675,0,Karyawan Tetap,4,72.4,Auto-Debit,21.0,SHM,Menunggak,1,0.7499753085240554,1,0,0,1,0
PBI-002482,642,Apartemen,Bogor,536000000,527000000.0,427000000,0.796641791,0.810246679,120,20400000.0,0.174428105,0,Karyawan Tetap,0,29.9,Auto-Debit,15.0,SHM,Lancar,0,0.26513009941018906,0,0,1,0,1
PBI-002483,593,Apartemen,Bogor,1137000000,1121000000.0,827000000,0.727352682,0.737734166,120,28200000.0,0.244385343,2,Karyawan Tetap,1,85.6,Virtual Account,1.0,HGB,Lancar,0,0.5100089035478614,1,1,1,1,0
PBI-002484,625,Rumah Tapak,Jakarta Selatan,1534000000,,1226000000,0.799217731,#DIV/0!,84,32900000.0,0.443624258,3,Profesional,2,9.7,Transfer Manual,,SHM,Lancar,0,0.7184065822015434,1,0,1,0,0
PBI-002485,693,Rumah Tapak,Tangerang (BSD/Serpong),1082000000,,802000000,0.741219963,#DIV/0!,180,15600000.0,0.285612536,1,Wiraswasta,4,18.7,Auto-Debit,,SHM,Menunggak,1,0.5617733344535053,1,0,0,0,1
PBI-002486,761,Ruko-Komersial,Bogor,2002000000,1925000000.0,1633000000,0.815684316,0.848311688,180,26400000.0,0.343644781,0,Karyawan Tetap,0,74.4,Virtual Account,22.0,SHM,Lancar,0,0.21989988017962606,0,0,0,1,0
PBI-002487,765,Apartemen,Tangerang (BSD/Serpong),650000000,533000000.0,495000000,0.761538462,0.928705441,120,33100000.0,0.124622356,5,Karyawan Tetap,2,73.8,Auto-Debit,30.0,HGB,Lancar,0,0.45434318231603965,0,1,0,1,0
PBI-002488,674,Ruko-Komersial,Bogor,2832000000,2725000000.0,2152000000,0.759887006,0.789724771,84,11800000.0,2.17110573,1,Karyawan Tetap,2,38.2,Transfer Manual,8.0,SHM,Lancar,0,0.4110004357166505,0,0,0,0,1
PBI-002489,676,Apartemen,Tangerang (BSD/Serpong),732000000,538000000.0,594000000,0.81147541,1.104089219,120,20500000.0,0.241463415,2,Wiraswasta,1,11.0,Auto-Debit,0.0,SHM,Lancar,0,0.5081267118342022,1,0,0,0,1
PBI-002490,664,Apartemen,Bekasi,640000000,453000000.0,489000000,0.7640625,1.079470199,120,47200000.0,0.086334746,3,Wiraswasta,4,0.0,Auto-Debit,0.0,HGB,DPK,0,0.6147566142312655,1,1,0,0,0
PBI-002491,709,Rumah Tapak,Bekasi,1183000000,847000000.0,955000000,0.807269653,1.127508855,84,17700000.0,0.642319075,0,Karyawan Tetap,1,79.9,Transfer Manual,30.0,SHM,Menunggak,1,0.6156678703154983,1,0,0,1,1
PBI-002492,664,Tanah Kavling,Jakarta Selatan,414000000,412000000.0,343000000,0.828502415,0.832524272,120,19700000.0,0.145093063,2,Karyawan Tetap,2,55.5,Auto-Debit,21.0,SHM,DPK,0,0.4987802863229772,0,0,0,1,1
PBI-002493,665,Apartemen,Depok,1155000000,1129000000.0,832000000,0.72034632,0.736935341,84,18200000.0,0.544217687,1,Karyawan Tetap,0,49.0,Transfer Manual,1.0,SHM,Lancar,0,0.21936572940743673,0,0,0,1,1
PBI-002494,587,Apartemen,Bekasi,967000000,720000000.0,746000000,0.771458118,1.036111111,240,17900000.0,0.173649907,0,Wiraswasta,6,27.7,Auto-Debit,14.0,HGB,Menunggak,1,0.78442149385175,1,1,1,0,1
PBI-002495,585,Rumah Tapak,Tangerang (BSD/Serpong),692000000,487000000.0,582000000,0.841040462,1.195071869,60,,#DIV/0!,2,Profesional,2,35.3,Auto-Debit,3.0,SHM,Menunggak,1,0.7870150052518563,1,0,1,0,1
PBI-002496,601,Apartemen,Tangerang (BSD/Serpong),474000000,397000000.0,390000000,0.82278481,0.982367758,240,46100000.0,0.035249458,3,Profesional,2,66.6,Transfer Manual,3.0,SHM,Lancar,0,0.7178273126307554,1,0,1,1,0
PBI-002497,680,Ruko-Komersial,Tangerang (BSD/Serpong),1101000000,875000000.0,931000000,0.845594914,1.064,120,18500000.0,0.419369369,5,Karyawan Tetap,0,16.9,Virtual Account,26.0,SHM,DPK,0,0.35103904165230904,0,0,0,0,1
PBI-002498,634,Ruko-Komersial,Bogor,1101000000,1074000000.0,913000000,0.82924614,0.85009311,180,36200000.0,0.140116636,2,Wiraswasta,1,66.3,Auto-Debit,16.0,HGB,Lancar,0,0.5124093090462607,1,1,1,1,0
PBI-002499,850,Apartemen,Bogor,744000000,729000000.0,555000000,0.745967742,0.761316872,240,22200000.0,0.104166667,4,Wiraswasta,0,61.2,Auto-Debit,16.0,SHM,Lancar,0,0.09633315637406775,0,0,0,1,1
PBI-002500,693,Rumah Tapak,Bekasi,1583000000,1237000000.0,1151000000,0.727100442,0.93047696,120,24100000.0,0.397994467,4,Profesional,6,84.7,Transfer Manual,,SHM,Menunggak,1,0.6901527783216299,1,0,0,1,1
PBI-002501,794,Ruko-Komersial,Depok,926000000,909000000.0,677000000,0.731101512,0.744774477,180,32400000.0,0.116083676,2,Karyawan Tetap,4,58.4,Transfer Manual,7.0,HGB,Lancar,0,0.3050233161705029,0,1,0,1,0
PBI-002502,786,Apartemen,Depok,541000000,515000000.0,396000000,0.731977819,0.768932039,180,15700000.0,0.140127389,0,Wiraswasta,0,66.9,Transfer Manual,7.0,HGB,Lancar,0,0.1467051412979999,0,1,0,1,1
PBI-002503,696,Rumah Tapak,Tangerang (BSD/Serpong),894000000,652000000.0,636000000,0.711409396,0.975460123,240,28800000.0,0.092013889,1,Karyawan Tetap,0,9.5,Transfer Manual,19.0,HGB,Lancar,0,0.2630070605755138,0,1,0,0,0
PBI-002504,657,Apartemen,Bogor,1009000000,972000000.0,844000000,0.836471754,0.868312757,60,,#DIV/0!,2,Wiraswasta,1,39.1,Virtual Account,26.0,SHM,Lancar,0,0.43752252048232687,0,0,1,0,1
PBI-002505,584,Rumah Tapak,Jakarta Selatan,1492000000,1461000000.0,1157000000,0.775469169,0.79192334,120,20900000.0,0.461323764,2,Karyawan Tetap,0,42.5,Auto-Debit,,SHM,Lancar,0,0.3494897210267885,0,0,1,0,1
PBI-002506,609,Apartemen,Jakarta Selatan,1413000000,1351000000.0,1011000000,0.715498938,0.748334567,240,26000000.0,0.162019231,2,Wiraswasta,1,54.4,Transfer Manual,23.0,SHM,Lancar,0,0.43667507853185517,0,0,1,1,1
PBI-002507,731,Ruko-Komersial,Bogor,1707000000,1699000000.0,1390000000,0.814294083,0.818128311,120,39500000.0,0.293248945,2,Profesional,0,47.8,Transfer Manual,3.0,SHM,Lancar,0,0.19941385301236217,0,0,0,1,0
PBI-002508,683,Rumah Tapak,Bekasi,638000000,529000000.0,478000000,0.749216301,0.903591682,240,14000000.0,0.142261905,2,Karyawan Tetap,2,70.1,Transfer Manual,13.0,HGB,Lancar,0,0.5555709890765521,1,1,0,1,1
PBI-002509,605,Apartemen,Bogor,635000000,605000000.0,451000000,0.71023622,0.745454545,240,17700000.0,0.106167608,1,Wiraswasta,0,48.5,Auto-Debit,14.0,HGB,Lancar,0,0.2947500336448324,0,1,1,1,1
PBI-002510,642,Ruko-Komersial,Bogor,1432000000,1391000000.0,1043000000,0.728351955,0.749820273,120,11100000.0,0.783033033,2,Karyawan Tetap,0,23.2,Transfer Manual,6.0,SHM,Lancar,0,0.21370255561435855,0,0,1,0,1
PBI-002511,688,Apartemen,Jakarta Selatan,1265000000,1255000000.0,1010000000,0.798418972,0.804780876,60,26900000.0,0.625774473,2,Karyawan Tetap,1,19.6,Transfer Manual,29.0,HGB,Lancar,0,0.3025121858849156,0,1,0,0,0
PBI-002512,662,Rumah Tapak,Bogor,1393000000,,1141000000,0.819095477,#DIV/0!,120,28400000.0,0.334800469,3,Karyawan Tetap,2,82.9,Transfer Manual,7.0,HGB,DPK,0,0.7643493833894938,1,1,0,1,0
PBI-002513,640,Rumah Tapak,Bekasi,772000000,543000000.0,570000000,0.738341969,1.049723757,84,25500000.0,0.266106443,0,Karyawan Tetap,1,52.1,Auto-Debit,30.0,HGB,Menunggak,1,0.6200207581728616,1,1,1,1,1
PBI-002514,655,Apartemen,Tangerang (BSD/Serpong),1323000000,950000000.0,1041000000,0.786848073,1.095789474,120,43300000.0,0.20034642,1,Profesional,0,48.2,Auto-Debit,16.0,HGB,DPK,0,0.474769379221325,0,1,1,1,0
PBI-002515,455,Tanah Kavling,Tangerang (BSD/Serpong),815000000,664000000.0,571000000,0.700613497,0.859939759,240,23700000.0,0.100386779,1,Karyawan Tetap,1,51.5,Virtual Account,28.0,SHM,DPK,0,0.7392837589296116,1,0,1,1,1
PBI-002516,662,Ruko-Komersial,Bogor,2741000000,2703000000.0,2033000000,0.741700109,0.752127266,120,37200000.0,0.455421147,2,Wiraswasta,0,50.0,Virtual Account,,SHM,Lancar,0,0.23429610850793595,0,0,0,1,0
PBI-002517,570,Apartemen,Jakarta Selatan,703000000,689000000.0,511000000,0.72688478,0.741654572,120,,#DIV/0!,3,Profesional,6,37.4,Transfer Manual,,SHM,Menunggak,1,0.6313384189652574,1,0,1,0,1
PBI-002518,691,Ruko-Komersial,Tangerang (BSD/Serpong),1094000000,835000000.0,778000000,0.711151737,0.931736527,84,26300000.0,0.352163679,3,Profesional,0,60.1,Transfer Manual,12.0,SHM,Lancar,0,0.3374194669008034,0,0,0,1,1
PBI-002519,671,Rumah Tapak,Depok,635000000,603000000.0,491000000,0.773228346,0.814262023,180,25600000.0,0.106553819,3,Wiraswasta,2,70.4,Auto-Debit,28.0,SHM,Lancar,0,0.5011740040208436,1,0,0,1,1
PBI-002520,724,Tanah Kavling,Depok,540000000,514000000.0,429000000,0.794444444,0.83463035,120,22400000.0,0.159598214,3,Karyawan Tetap,1,66.2,Auto-Debit,18.0,SHM,Lancar,0,0.36354437047380617,0,0,0,1,1
PBI-002521,724,Apartemen,Depok,872000000,,616000000,0.706422018,#DIV/0!,180,28500000.0,0.120077973,1,Profesional,0,43.9,Auto-Debit,20.0,SHM,Lancar,0,0.1078284161785515,0,0,0,0,0
PBI-002522,806,Rumah Tapak,Jakarta Selatan,1629000000,1622000000.0,1174000000,0.720687538,0.723797781,120,19900000.0,0.491624791,4,Karyawan Tetap,1,18.7,Virtual Account,25.0,SHM,Lancar,0,0.1316415017901654,0,0,0,0,1
PBI-002523,491,Rumah Tapak,Bekasi,848000000,624000000.0,712000000,0.839622642,1.141025641,240,36200000.0,0.081952118,0,Profesional,0,12.7,Auto-Debit,,SHM,DPK,0,0.6633088296473201,1,0,1,0,0
PBI-002524,649,Rumah Tapak,Bekasi,1315000000,945000000.0,965000000,0.733840304,1.021164021,180,16900000.0,0.31722551,2,Wiraswasta,1,69.1,Transfer Manual,12.0,SHM,DPK,0,0.620583707560493,1,0,1,1,1
PBI-002525,487,Rumah Tapak,Depok,1525000000,1500000000.0,1241000000,0.813770492,0.827333333,84,32900000.0,0.449051961,0,Wiraswasta,4,32.9,Virtual Account,30.0,SHM,DPK,0,0.7592537151334848,1,0,1,0,0
PBI-002526,702,Apartemen,Bekasi,696000000,569000000.0,565000000,0.811781609,0.992970123,84,17200000.0,0.391057586,2,Karyawan Tetap,0,48.8,Virtual Account,14.0,SHM,Lancar,0,0.34156435195585433,0,0,0,1,1
PBI-002527,646,Ruko-Komersial,Jakarta Selatan,1388000000,1336000000.0,1039000000,0.748559078,0.777694611,60,24800000.0,0.698252688,0,Wiraswasta,1,23.2,Transfer Manual,,SHM,Lancar,0,0.34537274447036515,0,0,1,0,1
PBI-002528,620,Rumah Tapak,Bogor,1370000000,1364000000.0,1001000000,0.730656934,0.733870968,120,25900000.0,0.322072072,2,Profesional,3,50.0,Transfer Manual,0.0,HGB,Lancar,0,0.5074746937380966,1,1,1,1,1
PBI-002529,683,Tanah Kavling,Jakarta Selatan,736000000,701000000.0,542000000,0.736413043,0.77318117,60,48900000.0,0.184730743,0,Profesional,3,72.9,Transfer Manual,7.0,SHM,Lancar,0,0.49272075131392196,0,0,0,1,0
PBI-002530,571,Apartemen,Bogor,1456000000,,1143000000,0.785027473,#DIV/0!,120,17800000.0,0.53511236,1,Karyawan Tetap,0,77.5,Auto-Debit,21.0,SHM,Lancar,0,0.6984873894138698,1,0,1,1,1
PBI-002531,817,Rumah Tapak,Depok,1605000000,1568000000.0,1215000000,0.757009346,0.774872449,84,,#DIV/0!,3,Profesional,2,10.2,Auto-Debit,,SHM,Lancar,0,0.17154784411694196,0,0,0,0,1
PBI-002532,639,Tanah Kavling,Depok,793000000,754000000.0,614000000,0.774274905,0.814323607,120,23600000.0,0.21680791,1,Karyawan Tetap,3,62.6,Auto-Debit,,SHM,Lancar,0,0.5771968700548236,1,0,1,1,1
PBI-002533,667,Rumah Tapak,Bekasi,1400000000,982000000.0,1150000000,0.821428571,1.17107943,84,9500000.0,1.441102757,4,Wiraswasta,1,22.7,Auto-Debit,0.0,HGB,DPK,0,0.5898479661860898,1,1,0,0,1
PBI-002534,649,Tanah Kavling,Jakarta Selatan,371000000,357000000.0,288000000,0.776280323,0.806722689,120,41200000.0,0.058252427,0,Wiraswasta,1,89.0,Virtual Account,2.0,SHM,Lancar,0,0.49451831336418284,0,0,1,1,0
PBI-002535,738,Ruko-Komersial,Depok,2580000000,2472000000.0,2191000000,0.849224806,0.886326861,240,28000000.0,0.326041667,2,Karyawan Tetap,0,93.6,Auto-Debit,30.0,HGB,Lancar,0,0.29798777808903076,0,1,0,1,0
PBI-002536,558,Rumah Tapak,Bogor,1716000000,1633000000.0,1373000000,0.80011655,0.840783833,180,14800000.0,0.51539039,4,Karyawan Tetap,0,54.5,Transfer Manual,2.0,HGB,Lancar,0,0.4513980711494997,0,1,1,1,1
PBI-002537,730,Rumah Tapak,Depok,1008000000,961000000.0,737000000,0.731150794,0.766909469,180,21000000.0,0.194973545,2,Wiraswasta,1,47.5,Auto-Debit,2.0,SHM,Lancar,0,0.27140619092589985,0,0,0,1,1
PBI-002538,616,Apartemen,Jakarta Selatan,745000000,722000000.0,577000000,0.774496644,0.799168975,180,20700000.0,0.154857756,1,Karyawan Tetap,0,40.3,Virtual Account,10.0,SHM,Lancar,0,0.3081557166389934,0,0,1,0,1
PBI-002539,617,Rumah Tapak,Depok,1179000000,1136000000.0,969000000,0.821882952,0.852992958,60,24400000.0,0.661885246,5,Karyawan Tetap,0,82.1,Auto-Debit,8.0,SHM,DPK,0,0.4253319835890404,0,0,1,1,1
PBI-002540,735,Apartemen,Depok,1452000000,1409000000.0,1064000000,0.732782369,0.755145493,120,48500000.0,0.182817869,2,Wiraswasta,0,49.0,Auto-Debit,28.0,SHM,Lancar,0,0.16327144420334894,0,0,0,1,0
PBI-002541,637,Ruko-Komersial,Depok,912000000,889000000.0,738000000,0.809210526,0.830146232,240,22200000.0,0.138513514,3,Profesional,5,52.4,Auto-Debit,3.0,HGB,Lancar,0,0.6237994745385455,1,1,1,1,1
PBI-002542,712,Rumah Tapak,Depok,1422000000,1359000000.0,1003000000,0.705344585,0.738042678,180,16300000.0,0.341854124,4,Wiraswasta,0,39.2,Virtual Account,10.0,SHM,Lancar,0,0.16272948655255162,0,0,0,0,1
PBI-002543,714,Rumah Tapak,Bogor,1559000000,1501000000.0,1312000000,0.841565106,0.874083944,60,27600000.0,0.792270531,0,Karyawan Tetap,2,46.1,Auto-Debit,5.0,SHM,Lancar,0,0.4371229450680296,0,0,0,1,0
PBI-002544,630,Apartemen,Tangerang (BSD/Serpong),1268000000,914000000.0,1014000000,0.799684543,1.10940919,120,17300000.0,0.488439306,2,Karyawan Tetap,0,58.2,Virtual Account,30.0,SHM,Menunggak,1,0.5414791215406658,1,0,1,1,1
PBI-002545,680,Tanah Kavling,Jakarta Selatan,640000000,637000000.0,464000000,0.725,0.728414443,120,18300000.0,0.21129326,3,Wiraswasta,2,55.9,Transfer Manual,30.0,SHM,Lancar,0,0.381660862690663,0,0,0,1,1
PBI-002546,619,Apartemen,Tangerang (BSD/Serpong),1413000000,1079000000.0,1174000000,0.830856334,1.088044486,240,35000000.0,0.139761905,2,Wiraswasta,2,67.4,Auto-Debit,17.0,HGB,Menunggak,1,0.752135452150533,1,1,1,1,0
PBI-002547,658,Apartemen,Jakarta Selatan,548000000,539000000.0,390000000,0.711678832,0.723562152,180,11200000.0,0.193452381,3,Wiraswasta,4,50.9,Auto-Debit,13.0,SHM,Lancar,0,0.4705302315021353,0,0,1,1,1
PBI-002548,700,Apartemen,Bekasi,670000000,518000000.0,510000000,0.76119403,0.984555985,60,38200000.0,0.222513089,3,Profesional,1,41.4,Transfer Manual,10.0,SHM,Lancar,0,0.4636806102651591,0,0,0,0,0
PBI-002549,579,Tanah Kavling,Bekasi,484000000,367000000.0,392000000,0.809917355,1.068119891,120,22900000.0,0.142649199,1,Karyawan Tetap,0,53.1,Auto-Debit,13.0,SHM,DPK,0,0.5827229695420525,1,0,1,1,1
PBI-002550,697,Tanah Kavling,Jakarta Selatan,305000000,292000000.0,256000000,0.839344262,0.876712329,120,20000000.0,0.106666667,1,Karyawan Tetap,6,50.8,Virtual Account,23.0,SHM,DPK,0,0.5861263576953636,1,0,0,1,1
PBI-002551,687,Rumah Tapak,Bekasi,982000000,830000000.0,739000000,0.752545825,0.890361446,120,21800000.0,0.282492355,0,Profesional,0,27.2,Auto-Debit,20.0,SHM,Lancar,0,0.2584483795023602,0,0,0,0,1
PBI-002552,533,Tanah Kavling,Jakarta Selatan,396000000,393000000.0,327000000,0.825757576,0.832061069,84,19700000.0,0.197606962,5,Wiraswasta,0,0.0,Transfer Manual,23.0,SHM,Lancar,0,0.35297239842114364,0,0,1,0,1
PBI-002553,597,Apartemen,Depok,1197000000,1142000000.0,873000000,0.729323308,0.764448336,120,24500000.0,0.296938776,0,Wiraswasta,2,20.8,Transfer Manual,6.0,SHM,Lancar,0,0.4656102987182619,0,0,1,0,1
PBI-002554,601,Tanah Kavling,Bogor,549000000,522000000.0,387000000,0.704918033,0.74137931,180,21200000.0,0.101415094,2,Profesional,2,13.8,Transfer Manual,2.0,SHM,Lancar,0,0.4207144311599884,0,0,1,0,1
PBI-002555,622,Apartemen,Jakarta Selatan,1175000000,1172000000.0,828000000,0.704680851,0.706484642,180,33700000.0,0.136498516,2,Profesional,2,67.2,Auto-Debit,13.0,SHM,Lancar,0,0.46878824251626794,0,0,1,1,0
PBI-002556,579,Apartemen,Bogor,723000000,711000000.0,577000000,0.798063624,0.811533052,180,20600000.0,0.155609493,0,Wiraswasta,1,21.6,Virtual Account,28.0,SHM,Lancar,0,0.46908157250315863,0,0,1,0,1
PBI-002557,740,Apartemen,Tangerang (BSD/Serpong),545000000,462000000.0,394000000,0.72293578,0.852813853,180,33000000.0,0.066329966,2,Karyawan Tetap,0,80.7,Transfer Manual,25.0,SHM,Lancar,0,0.2549029851355797,0,0,0,1,0
PBI-002558,750,Rumah Tapak,Bekasi,672000000,495000000.0,475000000,0.706845238,0.95959596,240,,#DIV/0!,1,Profesional,1,26.3,Auto-Debit,,SHM,Lancar,0,0.34040531147699393,0,0,0,0,1
PBI-002559,593,Ruko-Komersial,Jakarta Selatan,1247000000,1204000000.0,1056000000,0.846832398,0.877076412,120,33400000.0,0.263473054,3,Wiraswasta,0,60.1,Transfer Manual,15.0,HGB,Lancar,0,0.43955526180329696,0,1,1,1,0
PBI-002560,562,Rumah Tapak,Tangerang (BSD/Serpong),650000000,497000000.0,479000000,0.736923077,0.963782696,84,24100000.0,0.236613318,3,Karyawan Tetap,0,92.8,Transfer Manual,12.0,SHM,DPK,0,0.6117711699784928,1,0,1,1,1
PBI-002561,659,Tanah Kavling,Depok,432000000,417000000.0,332000000,0.768518519,0.79616307,60,33300000.0,0.166166166,2,Wiraswasta,0,60.1,Virtual Account,,HGB,Lancar,0,0.28449957233505835,0,1,1,1,0
PBI-002562,773,Rumah Tapak,Depok,1253000000,1219000000.0,992000000,0.79169992,0.813781788,84,24900000.0,0.474278065,2,Karyawan Tetap,0,93.3,Virtual Account,18.0,HGB,Lancar,0,0.21068273324229242,0,1,0,1,1
PBI-002563,843,Apartemen,Jakarta Selatan,682000000,674000000.0,492000000,0.721407625,0.729970326,84,24600000.0,0.238095238,0,Profesional,4,21.4,Auto-Debit,20.0,SHM,Lancar,0,0.18114319575563576,0,0,0,0,1
PBI-002564,603,Rumah Tapak,Jakarta Selatan,946000000,910000000.0,713000000,0.753699789,0.783516484,240,22800000.0,0.130299708,2,Karyawan Tetap,5,74.9,Auto-Debit,6.0,HGB,Lancar,0,0.6733937378071237,1,1,1,1,1
PBI-002565,467,Rumah Tapak,Bekasi,569000000,417000000.0,454000000,0.797891037,1.088729017,84,30700000.0,0.176050876,2,Profesional,4,27.3,Virtual Account,12.0,HGB,Menunggak,1,0.8788590680960251,1,1,1,0,0
PBI-002566,534,Ruko-Komersial,Bekasi,2763000000,1995000000.0,2199000000,0.79587405,1.102255639,60,,#DIV/0!,2,Profesional,0,69.7,Auto-Debit,28.0,SHM,Menunggak,1,0.6943476790428298,1,0,1,1,1
PBI-002567,508,Rumah Tapak,Jakarta Selatan,680000000,648000000.0,562000000,0.826470588,0.867283951,120,42200000.0,0.110979463,2,Profesional,1,43.6,Virtual Account,13.0,HGB,DPK,0,0.6653843589740149,1,1,1,0,0
PBI-002568,695,Rumah Tapak,Bekasi,953000000,703000000.0,730000000,0.766002099,1.038406828,84,,#DIV/0!,0,Wiraswasta,2,51.0,Transfer Manual,25.0,SHM,Menunggak,1,0.5951967164555462,1,0,0,1,1
PBI-002569,668,Apartemen,Depok,817000000,815000000.0,681000000,0.833537332,0.835582822,84,50000000.0,0.162142857,1,Profesional,1,44.5,Auto-Debit,17.0,SHM,Lancar,0,0.4055049273512797,0,0,0,0,0
PBI-002570,678,Rumah Tapak,Bogor,1504000000,1502000000.0,1207000000,0.802526596,0.803595206,120,23700000.0,0.42440225,2,Karyawan Tetap,1,37.3,Auto-Debit,12.0,HGB,Lancar,0,0.35057974328922803,0,1,0,0,1
PBI-002571,756,Tanah Kavling,Bekasi,590000000,436000000.0,463000000,0.784745763,1.061926606,240,,#DIV/0!,2,Karyawan Tetap,0,48.2,Auto-Debit,7.0,SHM,Lancar,0,0.3070490714504336,0,0,0,1,1
PBI-002572,798,Apartemen,Bogor,821000000,,589000000,0.717417783,#DIV/0!,60,25100000.0,0.391102258,0,Profesional,4,55.9,Virtual Account,3.0,HGB,Lancar,0,0.19032348506615485,0,1,0,1,1
