debitur_id,skor_kredit_internal,subsegmen_properti,wilayah_agunan,nilai_agunan_awal,nilai_agunan_kini,plafon_pinjaman,ltv_awal,ltv_kini,tenor_bulan,pendapatan_bulanan,dti_ratio,jumlah_tanggungan,status_pekerjaan,jumlah_tunggakan_historis,utilisasi_kartu_kredit,metode_pembayaran,usia_bangunan_tahun,jenis_sertifikat,status_risiko,flag_gagal_bayar,y_pred_proba (sigmoid),"y_pred (dibulatkan, threshold=0.5)",cluster,flag_skor_kredit,flag_utilisasi,flag_pendapatan
PBI-001101,634,Apartemen,Jakarta Selatan,1196000000,1178000000.0,839000000,0.701505017,0.712224109,84,43500000.0,0.229611385,5,Profesional,2,39.1,Auto-Debit,14.0,HGB,Lancar,0,0.0652172452915105,0,1,1,0,0
PBI-001102,508,Rumah Tapak,Bogor,1338000000,1298000000.0,1010000000,0.754857997,0.778120185,240,22300000.0,0.188714499,1,Karyawan Tetap,1,28.1,Auto-Debit,26.0,SHM,DPK,0,0.24107437393644085,0,0,1,0,1
PBI-001103,604,Rumah Tapak,Bogor,1021000000,1000000000.0,715000000,0.70029383,0.715,120,46100000.0,0.129248012,3,Profesional,3,52.3,Auto-Debit,20.0,HGB,Lancar,0,0.17744842179613363,0,1,1,1,0
PBI-001104,704,Rumah Tapak,Bogor,1439000000,1415000000.0,1043000000,0.724808895,0.737102473,180,50000000.0,0.115888889,1,Wiraswasta,2,0.0,Virtual Account,5.0,SHM,Lancar,0,0.00616025433906049,0,0,0,0,0
PBI-001105,653,Tanah Kavling,Bogor,359000000,350000000.0,275000000,0.766016713,0.785714286,120,13200000.0,0.173611111,1,Wiraswasta,0,22.4,Auto-Debit,7.0,SHM,Lancar,0,0.010759220395914752,0,0,1,0,1
PBI-001106,775,Apartemen,Jakarta Selatan,1224000000,1205000000.0,955000000,0.780228758,0.79253112,60,18600000.0,0.855734767,3,Karyawan Tetap,5,26.0,Auto-Debit,12.0,HGB,Lancar,0,0.0776313871061902,0,1,0,0,1
PBI-001107,631,Apartemen,Bekasi,1063000000,765000000.0,768000000,0.722483537,1.003921569,180,28700000.0,0.148664344,4,Profesional,0,23.3,Auto-Debit,2.0,HGB,Lancar,0,0.07497778256895546,0,1,1,0,0
PBI-001108,657,Rumah Tapak,Depok,1319000000,1314000000.0,1071000000,0.811978772,0.815068493,120,22600000.0,0.394911504,4,Karyawan Tetap,2,79.4,Virtual Account,1.0,SHM,Menunggak,1,0.5508139990750699,1,0,1,1,1
PBI-001109,644,Rumah Tapak,Depok,584000000,583000000.0,425000000,0.727739726,0.728987993,120,10700000.0,0.330996885,3,Wiraswasta,2,34.1,Virtual Account,0.0,SHM,Lancar,0,0.11070733377096625,0,0,1,0,1
PBI-001110,573,Apartemen,Jakarta Selatan,1080000000,1058000000.0,775000000,0.717592593,0.732514178,60,24600000.0,0.525067751,2,Profesional,1,32.8,Auto-Debit,15.0,HGB,Lancar,0,0.1120781004598145,0,1,1,0,1
PBI-001111,658,Rumah Tapak,Depok,1142000000,1132000000.0,857000000,0.750437828,0.757067138,180,46700000.0,0.101950987,0,Profesional,1,49.4,Auto-Debit,28.0,SHM,Lancar,0,0.05624890235456217,0,0,1,1,0
PBI-001112,641,Tanah Kavling,Jakarta Selatan,592000000,570000000.0,463000000,0.782094595,0.812280702,180,10500000.0,0.244973545,1,Wiraswasta,3,70.4,Auto-Debit,4.0,SHM,Lancar,0,0.5166139913082879,1,0,1,1,1
PBI-001113,667,Apartemen,Jakarta Selatan,754000000,741000000.0,640000000,0.848806366,0.863697706,240,48000000.0,0.055555556,1,Profesional,2,28.8,Auto-Debit,11.0,SHM,Lancar,0,0.11935321267757439,0,0,0,0,0
PBI-001114,665,Rumah Tapak,Tangerang (BSD/Serpong),510000000,414000000.0,389000000,0.762745098,0.939613527,240,16300000.0,0.099437628,1,Wiraswasta,1,51.3,Auto-Debit,9.0,SHM,DPK,0,0.41243943698631663,0,0,0,1,1
PBI-001115,660,Ruko-Komersial,Tangerang (BSD/Serpong),1730000000,,1322000000,0.76416185,#DIV/0!,180,17600000.0,0.41729798,5,Karyawan Tetap,0,13.0,Auto-Debit,24.0,HGB,Lancar,0,0.20952807884399188,0,1,0,0,1
PBI-001116,668,Rumah Tapak,Tangerang (BSD/Serpong),1021000000,834000000.0,724000000,0.709108717,0.868105516,120,,#DIV/0!,0,Karyawan Tetap,0,53.0,Auto-Debit,30.0,SHM,Lancar,0,0.10118618462943332,0,0,0,1,1
PBI-001117,753,Tanah Kavling,Jakarta Selatan,554000000,,451000000,0.814079422,#DIV/0!,120,,#DIV/0!,2,Karyawan Tetap,2,44.0,Auto-Debit,12.0,HGB,Lancar,0,0.016544697667194935,0,1,0,0,1
PBI-001118,577,Ruko-Komersial,Bogor,2146000000,,1561000000,0.727399814,#DIV/0!,120,14200000.0,0.916079812,4,Karyawan Tetap,2,18.7,Transfer Manual,25.0,SHM,Lancar,0,0.5770099997150208,1,0,1,0,1
PBI-001119,598,Rumah Tapak,Bekasi,890000000,641000000.0,722000000,0.811235955,1.126365055,84,23600000.0,0.364205004,0,Wiraswasta,0,2.0,Virtual Account,,SHM,DPK,0,0.18332694964897417,0,0,1,0,1
PBI-001120,780,Rumah Tapak,Jakarta Selatan,850000000,834000000.0,711000000,0.836470588,0.852517986,240,20700000.0,0.143115942,3,Wiraswasta,6,74.8,Auto-Debit,24.0,SHM,DPK,0,0.33235745378568904,0,0,0,1,1
PBI-001121,768,Rumah Tapak,Bogor,1147000000,1129000000.0,935000000,0.815170009,0.828166519,240,24500000.0,0.159013605,2,Karyawan Tetap,2,67.8,Transfer Manual,15.0,HGB,Lancar,0,0.1169736141160129,0,1,0,1,1
PBI-001122,682,Rumah Tapak,Bogor,1270000000,1220000000.0,1011000000,0.796062992,0.828688525,84,42300000.0,0.284532253,2,Profesional,2,58.2,Auto-Debit,,HGB,Lancar,0,0.22677036252209978,0,1,0,1,0
PBI-001123,832,Tanah Kavling,Bogor,640000000,639000000.0,506000000,0.790625,0.791862285,240,19700000.0,0.107021997,4,Karyawan Tetap,1,77.3,Auto-Debit,24.0,HGB,Lancar,0,0.0236066978323001,0,1,0,1,1
PBI-001124,702,Rumah Tapak,Depok,1646000000,1621000000.0,1264000000,0.767922236,0.779765577,240,35500000.0,0.148356808,1,Profesional,2,58.4,Virtual Account,3.0,SHM,Lancar,0,0.11464832977892446,0,0,0,1,0
PBI-001125,819,Apartemen,Depok,1246000000,1218000000.0,899000000,0.721508828,0.738095238,240,42700000.0,0.087724434,1,Profesional,8,21.5,Auto-Debit,30.0,HGB,Lancar,0,0.012745710234763976,0,1,0,0,0
PBI-001126,784,Apartemen,Tangerang (BSD/Serpong),457000000,347000000.0,373000000,0.81619256,1.074927954,120,,#DIV/0!,3,Profesional,3,50.0,Transfer Manual,27.0,HGB,Menunggak,1,0.42524040859448103,0,1,0,1,1
PBI-001127,798,Apartemen,Jakarta Selatan,1020000000,1012000000.0,787000000,0.771568627,0.777667984,120,41000000.0,0.15995935,1,Profesional,1,83.1,Auto-Debit,14.0,SHM,Lancar,0,0.03146161548120188,0,0,0,1,0
PBI-001128,562,Apartemen,Bekasi,860000000,675000000.0,683000000,0.794186047,1.011851852,120,12700000.0,0.44816273,1,Karyawan Tetap,0,31.5,Auto-Debit,11.0,SHM,DPK,0,0.4949117859724695,0,0,1,0,1
PBI-001129,717,Tanah Kavling,Bekasi,517000000,,391000000,0.756286267,#DIV/0!,84,11000000.0,0.423160173,4,Wiraswasta,3,37.5,Transfer Manual,,SHM,DPK,0,0.18554754651696767,0,0,0,0,1
PBI-001130,653,Rumah Tapak,Bekasi,1745000000,1350000000.0,1274000000,0.73008596,0.943703704,120,12200000.0,0.870218579,1,Karyawan Tetap,4,54.6,Auto-Debit,24.0,SHM,Menunggak,1,0.8543368746392778,1,0,1,1,1
PBI-001131,546,Rumah Tapak,Depok,1094000000,1063000000.0,898000000,0.820840951,0.844778928,60,28500000.0,0.525146199,2,Karyawan Tetap,1,82.8,Auto-Debit,26.0,HGB,Menunggak,1,0.7940584691129001,1,1,1,1,0
PBI-001132,774,Rumah Tapak,Tangerang (BSD/Serpong),1435000000,1077000000.0,1078000000,0.751219512,1.000928505,240,,#DIV/0!,3,Wiraswasta,5,61.8,Transfer Manual,27.0,SHM,DPK,0,0.5300864905336201,1,0,0,1,1
PBI-001133,762,Ruko-Komersial,Jakarta Selatan,2928000000,2872000000.0,2430000000,0.829918033,0.846100279,84,21300000.0,1.358148893,2,Karyawan Tetap,1,23.6,Auto-Debit,23.0,SHM,Lancar,0,0.036532281272138645,0,0,0,0,1
PBI-001134,648,Rumah Tapak,Jakarta Selatan,696000000,694000000.0,588000000,0.844827586,0.847262248,120,46100000.0,0.106290672,1,Profesional,0,47.7,Auto-Debit,24.0,SHM,Lancar,0,0.041937598496827704,0,0,1,1,0
PBI-001135,607,Tanah Kavling,Depok,333000000,332000000.0,275000000,0.825825826,0.828313253,240,46300000.0,0.02474802,2,Profesional,1,47.6,Transfer Manual,26.0,SHM,Lancar,0,0.18582751446386828,0,0,1,1,0
PBI-001136,665,Rumah Tapak,Jakarta Selatan,908000000,869000000.0,653000000,0.719162996,0.751438435,240,16900000.0,0.160996055,2,Karyawan Tetap,1,61.3,Auto-Debit,22.0,HGB,Lancar,0,0.06577835056441868,0,1,0,1,1
PBI-001137,506,Tanah Kavling,Bogor,327000000,316000000.0,271000000,0.828746177,0.857594937,180,29300000.0,0.051384149,0,Wiraswasta,0,10.6,Transfer Manual,,SHM,Lancar,0,0.06398351434741217,0,0,1,0,0
PBI-001138,545,Rumah Tapak,Tangerang (BSD/Serpong),652000000,479000000.0,507000000,0.777607362,1.058455115,180,23700000.0,0.118846695,1,Karyawan Tetap,2,11.3,Virtual Account,12.0,SHM,Lancar,0,0.70813690408293,1,0,1,0,1
PBI-001139,635,Apartemen,Tangerang (BSD/Serpong),1491000000,1060000000.0,1098000000,0.736418511,1.035849057,120,50000000.0,0.183,2,Profesional,3,42.3,Auto-Debit,3.0,HGB,DPK,0,0.6832048738829901,1,1,1,0,0
PBI-001140,712,Rumah Tapak,Tangerang (BSD/Serpong),1748000000,1289000000.0,1248000000,0.71395881,0.968192397,120,47000000.0,0.221276596,0,Wiraswasta,0,44.5,Auto-Debit,,HGB,Lancar,0,0.046769529803536075,0,1,0,0,0
PBI-001141,644,Rumah Tapak,Depok,1399000000,1351000000.0,1038000000,0.741958542,0.768319763,60,20100000.0,0.860696517,2,Karyawan Tetap,3,23.8,Transfer Manual,26.0,SHM,Lancar,0,0.17255903658848007,0,0,1,0,1
PBI-001142,613,Apartemen,Bekasi,1228000000,923000000.0,885000000,0.720684039,0.958829902,60,21700000.0,0.679723502,0,Karyawan Tetap,0,46.8,Auto-Debit,,SHM,Lancar,0,0.2742762525874084,0,0,1,1,1
PBI-001143,590,Rumah Tapak,Depok,683000000,674000000.0,481000000,0.704245974,0.713649852,240,26400000.0,0.075915404,2,Karyawan Tetap,0,45.6,Transfer Manual,26.0,SHM,Lancar,0,0.018094462626062218,0,0,1,1,0
PBI-001144,850,Apartemen,Tangerang (BSD/Serpong),1055000000,745000000.0,895000000,0.848341232,1.201342282,120,46700000.0,0.159707352,0,Profesional,2,90.9,Auto-Debit,30.0,HGB,DPK,0,0.5691349564048619,1,1,0,1,0
PBI-001145,569,Apartemen,Bekasi,570000000,438000000.0,470000000,0.824561404,1.073059361,60,17000000.0,0.460784314,3,Karyawan Tetap,0,35.1,Auto-Debit,1.0,HGB,Menunggak,1,0.599147131386593,1,1,1,0,1
PBI-001146,505,Tanah Kavling,Bogor,527000000,521000000.0,427000000,0.810246679,0.819577735,180,26800000.0,0.088515755,4,Karyawan Tetap,0,15.9,Auto-Debit,27.0,SHM,Lancar,0,0.06847549293279281,0,0,1,0,0
PBI-001147,611,Rumah Tapak,Depok,949000000,939000000.0,692000000,0.72918862,0.736954207,180,50000000.0,0.076888889,2,Profesional,3,81.4,Transfer Manual,26.0,HGB,Lancar,0,0.38464122566814835,0,1,1,1,0
PBI-001148,704,Tanah Kavling,Depok,668000000,,470000000,0.703592814,#DIV/0!,84,50000000.0,0.111904762,0,Profesional,0,31.2,Auto-Debit,,SHM,Lancar,0,0.0008025037863728788,0,0,0,0,0
PBI-001149,669,Rumah Tapak,Bogor,604000000,596000000.0,467000000,0.773178808,0.783557047,120,29900000.0,0.130156076,4,Profesional,4,55.5,Virtual Account,21.0,SHM,Lancar,0,0.2710058531057774,0,0,0,1,0
PBI-001150,596,Rumah Tapak,Bogor,635000000,,515000000,0.811023622,#DIV/0!,180,17400000.0,0.164431673,3,Wiraswasta,0,73.2,Transfer Manual,18.0,SHM,Lancar,0,0.06450322489215218,0,0,1,1,1
PBI-001151,676,Rumah Tapak,Depok,1293000000,1265000000.0,1092000000,0.844547564,0.863241107,180,29100000.0,0.208476518,4,Wiraswasta,0,87.2,Auto-Debit,10.0,SHM,Lancar,0,0.14562419552220376,0,0,0,1,0
PBI-001152,754,Rumah Tapak,Bogor,1327000000,1273000000.0,1097000000,0.826676714,0.861743912,120,44300000.0,0.206358164,2,Wiraswasta,4,48.8,Auto-Debit,,SHM,DPK,0,0.17404388588499134,0,0,0,1,0
PBI-001153,677,Tanah Kavling,Depok,504000000,494000000.0,420000000,0.833333333,0.850202429,120,17100000.0,0.204678363,2,Karyawan Tetap,0,15.8,Auto-Debit,27.0,HGB,Lancar,0,0.015031097949907004,0,1,0,0,1
PBI-001154,673,Apartemen,Depok,562000000,,414000000,0.736654804,#DIV/0!,60,25500000.0,0.270588235,2,Wiraswasta,2,55.3,Transfer Manual,1.0,SHM,Lancar,0,0.034773099780501665,0,0,0,1,1
PBI-001155,673,Tanah Kavling,Tangerang (BSD/Serpong),832000000,604000000.0,602000000,0.723557692,0.996688742,60,14400000.0,0.696759259,2,Karyawan Tetap,0,42.0,Virtual Account,24.0,HGB,Lancar,0,0.14953931572859064,0,1,0,0,1
PBI-001156,597,Tanah Kavling,Depok,332000000,318000000.0,245000000,0.737951807,0.770440252,120,24600000.0,0.08299458,1,Karyawan Tetap,1,18.5,Auto-Debit,1.0,HGB,Lancar,0,0.044426590836820226,0,1,1,0,1
PBI-001157,698,Rumah Tapak,Jakarta Selatan,1433000000,1391000000.0,1033000000,0.720865318,0.742631201,84,46300000.0,0.265607323,3,Profesional,3,68.9,Auto-Debit,7.0,HGB,Lancar,0,0.1379015455106901,0,1,0,1,0
PBI-001158,749,Tanah Kavling,Bogor,384000000,371000000.0,315000000,0.8203125,0.849056604,240,,#DIV/0!,1,Karyawan Tetap,5,66.5,Auto-Debit,19.0,SHM,Lancar,0,0.2708503317717291,0,0,0,1,1
PBI-001159,775,Rumah Tapak,Bogor,1329000000,1312000000.0,1110000000,0.835214447,0.846036585,180,49700000.0,0.1240778,3,Profesional,2,79.2,Auto-Debit,9.0,SHM,Lancar,0,0.14559477353229347,0,0,0,1,0
PBI-001160,697,Tanah Kavling,Jakarta Selatan,698000000,695000000.0,521000000,0.746418338,0.749640288,180,25900000.0,0.111754612,4,Karyawan Tetap,0,50.4,Auto-Debit,13.0,SHM,Lancar,0,0.008066233551375441,0,0,0,1,1
PBI-001161,661,Ruko-Komersial,Depok,2569000000,2501000000.0,2136000000,0.831451927,0.854058377,120,31300000.0,0.568690096,2,Karyawan Tetap,0,3.6,Auto-Debit,2.0,SHM,Lancar,0,0.01397387212982264,0,0,0,0,0
PBI-001162,820,Apartemen,Jakarta Selatan,835000000,835000000.0,591000000,0.707784431,0.707784431,120,37600000.0,0.130984043,1,Wiraswasta,0,91.8,Auto-Debit,21.0,HGB,Lancar,0,0.0030055276391220977,0,1,0,1,0
PBI-001163,670,Tanah Kavling,Bekasi,313000000,244000000.0,251000000,0.801916933,1.028688525,84,23400000.0,0.127696378,0,Wiraswasta,1,9.8,Auto-Debit,8.0,SHM,Lancar,0,0.2084107202026637,0,0,0,0,1
PBI-001164,619,Rumah Tapak,Depok,1554000000,1546000000.0,1211000000,0.779279279,0.783311772,60,36700000.0,0.549954587,3,Wiraswasta,3,22.7,Auto-Debit,29.0,SHM,Lancar,0,0.24522129255232572,0,0,1,0,0
PBI-001165,601,Rumah Tapak,Jakarta Selatan,1077000000,1071000000.0,799000000,0.74187558,0.746031746,180,17500000.0,0.253650794,2,Profesional,0,31.9,Auto-Debit,2.0,SHM,Lancar,0,0.02110313846599718,0,0,1,0,1
PBI-001166,592,Rumah Tapak,Depok,1601000000,1531000000.0,1305000000,0.815115553,0.852384063,180,19900000.0,0.364321608,3,Karyawan Tetap,0,60.0,Auto-Debit,16.0,HGB,Lancar,0,0.1853809005826799,0,1,1,1,1
PBI-001167,617,Apartemen,Bogor,1254000000,1214000000.0,918000000,0.732057416,0.756177924,240,50000000.0,0.0765,5,Profesional,0,37.5,Auto-Debit,16.0,SHM,Lancar,0,0.011783858020782379,0,0,1,0,0
PBI-001168,824,Rumah Tapak,Tangerang (BSD/Serpong),1148000000,865000000.0,875000000,0.762195122,1.011560694,180,30700000.0,0.158342381,2,Karyawan Tetap,1,60.7,Auto-Debit,14.0,SHM,Lancar,0,0.11235925316219254,0,0,0,1,0
PBI-001169,596,Ruko-Komersial,Jakarta Selatan,2999000000,2938000000.0,2419000000,0.806602201,0.823349217,240,50000000.0,0.201583333,3,Profesional,0,16.8,Auto-Debit,,HGB,Lancar,0,0.0222871284480843,0,1,1,0,0
PBI-001170,790,Apartemen,Bekasi,908000000,716000000.0,682000000,0.751101322,0.952513966,240,22000000.0,0.129166667,0,Karyawan Tetap,1,39.1,Auto-Debit,1.0,SHM,Lancar,0,0.07305221394081715,0,0,0,0,1
PBI-001171,643,Apartemen,Tangerang (BSD/Serpong),1166000000,938000000.0,966000000,0.828473413,1.029850746,240,30900000.0,0.1302589,0,Profesional,0,67.6,Auto-Debit,21.0,SHM,Lancar,0,0.45591402435614997,0,0,1,1,0
PBI-001172,749,Apartemen,Bogor,1137000000,1112000000.0,943000000,0.82937555,0.848021583,180,12100000.0,0.432966024,2,Wiraswasta,3,73.0,Auto-Debit,13.0,SHM,DPK,0,0.38084712474437354,0,0,0,1,1
PBI-001173,568,Rumah Tapak,Tangerang (BSD/Serpong),1173000000,894000000.0,857000000,0.730605286,0.958612975,84,17100000.0,0.596630465,2,Karyawan Tetap,1,65.0,Auto-Debit,19.0,SHM,DPK,0,0.8506620874824123,1,0,1,1,1
PBI-001174,658,Ruko-Komersial,Bekasi,2088000000,1716000000.0,1600000000,0.766283525,0.932400932,84,21700000.0,0.877770463,5,Profesional,1,56.5,Auto-Debit,22.0,SHM,DPK,0,0.6463301722039069,1,0,1,1,1
PBI-001175,523,Ruko-Komersial,Tangerang (BSD/Serpong),2557000000,,1956000000,0.764958936,#DIV/0!,240,16900000.0,0.482248521,2,Karyawan Tetap,0,28.6,Auto-Debit,12.0,SHM,DPK,0,0.8641204534666571,1,0,1,0,1
PBI-001176,662,Tanah Kavling,Tangerang (BSD/Serpong),643000000,499000000.0,490000000,0.762052877,0.981963928,120,11000000.0,0.371212121,4,Karyawan Tetap,5,24.9,Auto-Debit,17.0,HGB,DPK,0,0.7302688889681764,1,1,0,0,1
PBI-001177,727,Rumah Tapak,Depok,1085000000,,841000000,0.775115207,#DIV/0!,60,35400000.0,0.395951036,3,Profesional,6,64.2,Auto-Debit,21.0,HGB,DPK,0,0.37868908365059994,0,1,0,1,0
PBI-001178,742,Apartemen,Jakarta Selatan,1128000000,1082000000.0,802000000,0.710992908,0.741219963,120,34000000.0,0.196568627,4,Karyawan Tetap,3,47.1,Transfer Manual,13.0,HGB,Lancar,0,0.03677670928295216,0,1,0,1,0
PBI-001179,660,Tanah Kavling,Depok,321000000,,267000000,0.831775701,#DIV/0!,180,27600000.0,0.053743961,4,Karyawan Tetap,0,22.8,Auto-Debit,14.0,SHM,Lancar,0,0.0010164293370410688,0,0,0,0,0
PBI-001180,630,Ruko-Komersial,Tangerang (BSD/Serpong),1040000000,832000000.0,773000000,0.743269231,0.929086538,240,17900000.0,0.179934823,2,Wiraswasta,3,67.2,Auto-Debit,14.0,SHM,Menunggak,1,0.8395840593221898,1,0,1,1,1
PBI-001181,667,Rumah Tapak,Bogor,663000000,648000000.0,464000000,0.69984917,0.716049383,120,26900000.0,0.143742255,0,Profesional,2,30.4,Auto-Debit,7.0,HGB,Lancar,0,0.0329229451746054,0,1,0,0,0
PBI-001182,611,Rumah Tapak,Bekasi,1053000000,741000000.0,845000000,0.802469136,1.140350877,120,,#DIV/0!,2,Karyawan Tetap,0,80.0,Auto-Debit,28.0,SHM,Menunggak,1,0.7360269101881441,1,0,1,1,1
PBI-001183,611,Tanah Kavling,Tangerang (BSD/Serpong),823000000,597000000.0,656000000,0.79708384,1.098827471,180,11900000.0,0.306255836,1,Wiraswasta,0,32.9,Auto-Debit,14.0,HGB,Lancar,0,0.36927033420539185,0,1,1,0,1
PBI-001184,625,Ruko-Komersial,Bogor,2215000000,2191000000.0,1877000000,0.847404063,0.856686445,120,47100000.0,0.332094834,3,Wiraswasta,0,28.6,Auto-Debit,27.0,SHM,Lancar,0,0.05022988106404833,0,0,1,0,0
PBI-001185,679,Rumah Tapak,Jakarta Selatan,1764000000,1739000000.0,1425000000,0.807823129,0.819436458,60,42700000.0,0.556206089,1,Profesional,4,30.3,Auto-Debit,,HGB,Lancar,0,0.23657782915050946,0,1,0,0,0
PBI-001186,782,Ruko-Komersial,Bogor,888000000,884000000.0,666000000,0.75,0.753393665,240,50000000.0,0.0555,2,Profesional,0,37.3,Virtual Account,15.0,HGB,Lancar,0,0.0013656200013146302,0,1,0,0,0
PBI-001187,770,Apartemen,Depok,1194000000,1154000000.0,1006000000,0.842546064,0.871750433,180,40900000.0,0.13664765,0,Wiraswasta,3,60.3,Auto-Debit,19.0,SHM,Lancar,0,0.1715273305496842,0,0,0,1,0
PBI-001188,633,Rumah Tapak,Jakarta Selatan,908000000,894000000.0,685000000,0.754405286,0.766219239,60,26800000.0,0.425995025,0,Wiraswasta,0,41.6,Virtual Account,27.0,SHM,Lancar,0,0.02579501673563367,0,0,1,0,0
PBI-001189,591,Rumah Tapak,Bekasi,530000000,408000000.0,436000000,0.822641509,1.068627451,60,,#DIV/0!,2,Karyawan Tetap,2,85.5,Virtual Account,25.0,SHM,Menunggak,1,0.973734321623401,1,0,1,1,1
PBI-001190,598,Apartemen,Depok,1309000000,1259000000.0,982000000,0.750190985,0.779984114,60,,#DIV/0!,3,Karyawan Tetap,4,42.9,Virtual Account,11.0,SHM,DPK,0,0.5206680816876563,1,0,1,0,1
PBI-001191,534,Apartemen,Jakarta Selatan,579000000,,410000000,0.708117444,#DIV/0!,240,21400000.0,0.07982866,3,Wiraswasta,3,19.2,Virtual Account,6.0,SHM,Lancar,0,0.04462650920478355,0,0,1,0,1
PBI-001192,722,Apartemen,Tangerang (BSD/Serpong),635000000,509000000.0,514000000,0.809448819,1.009823183,120,30600000.0,0.139978214,2,Profesional,1,50.4,Auto-Debit,15.0,HGB,Lancar,0,0.3617365376774266,0,1,0,1,0
PBI-001193,542,Rumah Tapak,Bekasi,943000000,768000000.0,710000000,0.752916225,0.924479167,120,41700000.0,0.141886491,1,Wiraswasta,0,95.7,Auto-Debit,21.0,SHM,DPK,0,0.7263903043541556,1,0,1,1,0
PBI-001194,468,Ruko-Komersial,Tangerang (BSD/Serpong),2534000000,1831000000.0,1903000000,0.750986582,1.039322774,84,9500000.0,2.384711779,1,Karyawan Tetap,0,44.7,Auto-Debit,30.0,SHM,Menunggak,1,0.8452660643130585,1,0,1,0,1
PBI-001195,722,Tanah Kavling,Jakarta Selatan,675000000,662000000.0,545000000,0.807407407,0.82326284,120,13400000.0,0.338930348,2,Karyawan Tetap,3,1.7,Auto-Debit,13.0,SHM,Lancar,0,0.040061217256172794,0,0,0,0,1
PBI-001196,718,Apartemen,Bogor,691000000,663000000.0,517000000,0.748191027,0.779788839,60,50000000.0,0.172333333,4,Wiraswasta,0,23.4,Auto-Debit,,SHM,Lancar,0,0.002892530738630484,0,0,0,0,0
PBI-001197,568,Rumah Tapak,Bogor,719000000,714000000.0,516000000,0.717663421,0.722689076,180,33200000.0,0.086345382,2,Wiraswasta,7,53.2,Virtual Account,22.0,SHM,DPK,0,0.4887615740087474,0,0,1,1,0
PBI-001198,686,Tanah Kavling,Bogor,366000000,349000000.0,278000000,0.759562842,0.796561605,120,,#DIV/0!,0,Wiraswasta,7,0.0,Auto-Debit,25.0,HGB,Lancar,0,0.04505180320559568,0,1,0,0,1
PBI-001199,548,Apartemen,Depok,565000000,551000000.0,465000000,0.82300885,0.843920145,240,37200000.0,0.052083333,3,Wiraswasta,0,85.5,Auto-Debit,23.0,HGB,Lancar,0,0.3115476655771988,0,1,1,1,0
PBI-001200,652,Ruko-Komersial,Jakarta Selatan,2710000000,,1950000000,0.719557196,#DIV/0!,180,30700000.0,0.352877307,3,Karyawan Tetap,0,34.8,Transfer Manual,13.0,SHM,Lancar,0,0.079011098767358,0,0,1,0,0
PBI-001201,691,Ruko-Komersial,Depok,2830000000,2754000000.0,2216000000,0.783038869,0.804647785,60,50000000.0,0.738666667,4,Profesional,2,0.0,Auto-Debit,18.0,SHM,Lancar,0,0.03187256777720113,0,0,0,0,0
PBI-001202,719,Apartemen,Jakarta Selatan,1465000000,1401000000.0,1055000000,0.720136519,0.753033547,84,47400000.0,0.264968857,2,Wiraswasta,0,100.0,Auto-Debit,14.0,HGB,Lancar,0,0.024103540143740478,0,1,0,1,0
PBI-001203,694,Tanah Kavling,Jakarta Selatan,801000000,785000000.0,567000000,0.707865169,0.722292994,120,30300000.0,0.155940594,1,Karyawan Tetap,2,81.8,Auto-Debit,15.0,SHM,Lancar,0,0.10986595255098693,0,0,0,1,0
PBI-001204,499,Ruko-Komersial,Bekasi,2752000000,2266000000.0,2083000000,0.75690407,0.919240953,180,11400000.0,1.015107212,3,Karyawan Tetap,0,30.2,Virtual Account,28.0,SHM,DPK,0,0.6056672990885021,1,0,1,0,1
PBI-001205,686,Apartemen,Tangerang (BSD/Serpong),1298000000,991000000.0,1037000000,0.798921418,1.04641776,180,41700000.0,0.138156142,2,Profesional,0,22.6,Auto-Debit,17.0,SHM,Lancar,0,0.07162316980612442,0,0,0,0,0
PBI-001206,845,Apartemen,Depok,1454000000,1393000000.0,1078000000,0.741403026,0.773869347,240,41700000.0,0.107713829,3,Profesional,2,42.6,Transfer Manual,3.0,SHM,Lancar,0,0.007031074768021265,0,0,0,0,0
PBI-001207,693,Apartemen,Depok,1330000000,1322000000.0,1020000000,0.766917293,0.771558245,60,28900000.0,0.588235294,2,Karyawan Tetap,0,86.1,Auto-Debit,1.0,SHM,Lancar,0,0.0647068881337597,0,0,0,1,0
PBI-001208,542,Apartemen,Bekasi,908000000,766000000.0,703000000,0.774229075,0.917754569,60,28100000.0,0.416963227,3,Karyawan Tetap,6,45.3,Virtual Account,23.0,HGB,Menunggak,1,0.9645827078952167,1,1,1,0,0
PBI-001209,600,Rumah Tapak,Bekasi,920000000,774000000.0,760000000,0.826086957,0.981912145,180,17800000.0,0.237203496,2,Karyawan Tetap,0,9.5,Auto-Debit,13.0,SHM,Lancar,0,0.19022406711776196,0,0,1,0,1
PBI-001210,617,Rumah Tapak,Bogor,1259000000,1244000000.0,1036000000,0.822875298,0.832797428,180,26200000.0,0.219677693,4,Karyawan Tetap,5,77.4,Transfer Manual,4.0,HGB,Menunggak,1,0.808577739994748,1,1,1,1,1
PBI-001211,462,Apartemen,Bekasi,1069000000,907000000.0,749000000,0.700654818,0.825799338,180,13900000.0,0.299360512,2,Wiraswasta,0,57.5,Virtual Account,0.0,SHM,Menunggak,1,0.6433650990529914,1,0,1,1,1
